,PropertyUrl,sq ft,sqft lot,acres lot,FoodFactor
203,https://www.realtor.com/realestateandhomes-detail/Miami-Beach_FL_33140_M66630-80856,,,0.3,  10/10
198,https://www.realtor.com/realestateandhomes-detail/11441-NW-68th-Ter_Doral_FL_33178_M67038-42399,"2,312","2,813",,  1/10
204,https://www.realtor.com/realestateandhomes-detail/7724-SW-193rd-St_Cutler-Bay_FL_33157_M55039-77550,"3,168","8,302",,  6/10
205,https://www.realtor.com/realestateandhomes-detail/14303-SW-159th-Pl_Miami_FL_33196_M63271-75098,"2,450","7,200",,  1/10
207,https://www.realtor.com/realestateandhomes-detail/540-W-31st-St_Miami-Beach_FL_33140_M66134-05355,"2,088","6,011",,  10/10
208,https://www.realtor.com/realestateandhomes-detail/6290-SW-70th-St_South-Miami_FL_33143_M69439-31520,"1,217","5,984",,  1/10
209,https://www.realtor.com/realestateandhomes-detail/14632-SW-180th-Ter_Miami_FL_33177_M53934-16408,"1,661","5,543",,  1/10
206,https://www.realtor.com/realestateandhomes-detail/19430-NW-32nd-Ave_Miami-Gardens_FL_33056_M67717-90013,"1,474","5,800",,  1/10
212,https://www.realtor.com/realestateandhomes-detail/11435-SW-43rd-Ter_Miami_FL_33165_M53377-87069,"1,034","7,500",,  1/10
210,https://www.realtor.com/realestateandhomes-detail/434-NE-77th-St_Miami_FL_33138_M55017-35877,"1,346","6,250",,  9/10
214,https://www.realtor.com/realestateandhomes-detail/14334-SW-108th-Ct_Miami_FL_33176_M55068-28044,"1,338","7,500",,  4/10
211,https://www.realtor.com/realestateandhomes-detail/655-NE-4th-St_Florida-City_FL_33034_M91697-30125,0,"3,967",,  4/10
213,https://www.realtor.com/realestateandhomes-detail/406-SE-17th-Ave_Homestead_FL_33033_M50222-17967,"1,945",,0.24,  5/10
215,https://www.realtor.com/realestateandhomes-detail/16441-SW-145th-Ave_Miami_FL_33177_M65835-64781,"2,270","7,500",,  2/10
216,https://www.realtor.com/realestateandhomes-detail/320-NW-127th-St_North-Miami_FL_33168_M60004-32389,"1,974","8,118",,  1/10
218,https://www.realtor.com/realestateandhomes-detail/615-NE-83rd-Ln_Miami_FL_33138_M57220-40757,"1,928","8,800",,  9/10
217,https://www.realtor.com/realestateandhomes-detail/7301-NW-10th-Ave_Miami_FL_33150_M65559-84835,"1,752",,0.23,  1/10
222,https://www.realtor.com/realestateandhomes-detail/20100-Highland-Lakes-Blvd_Miami_FL_33179_M58134-23177,"2,720",,0.23,  6/10
220,https://www.realtor.com/realestateandhomes-detail/11493-SW-126th-Ter_Miami_FL_33176_M68372-08159,"2,849",,0.38,  1/10
223,https://www.realtor.com/realestateandhomes-detail/25272-SW-117th-Pl_Homestead_FL_33032_M65512-80580,"2,990","5,000",,  6/10
221,https://www.realtor.com/realestateandhomes-detail/17506-SW-143rd-Pl_Miami_FL_33177_M57591-07102,"1,406","3,760",,  3/10
225,https://www.realtor.com/realestateandhomes-detail/250-NE-158th-St_Miami_FL_33162_M59946-96582,"3,944",,0.92,  6/10
224,https://www.realtor.com/realestateandhomes-detail/18332-NW-68th-Ave_Hialeah_FL_33015_M93230-40786,887,,,  6/10
219,https://www.realtor.com/realestateandhomes-detail/16-NW-207th-St_Miami_FL_33169_M56682-35065,"1,364",,0.25,  1/10
226,https://www.realtor.com/realestateandhomes-detail/173-Cherokee-St_Miami-Springs_FL_33166_M55418-63105,"2,803","8,100",,  1/10
228,https://www.realtor.com/realestateandhomes-detail/3924-NE-13th-Dr_Homestead_FL_33033_M66529-98080,"2,014","3,600",,  7/10
229,https://www.realtor.com/realestateandhomes-detail/6601-SW-123rd-St_Miami_FL_33156_M59884-58649,"2,767",,0.86,  1/10
233,https://www.realtor.com/realestateandhomes-detail/12370-SW-212th-St_Miami_FL_33177_M68307-62404,"1,539","4,800",,  6/10
232,https://www.realtor.com/realestateandhomes-detail/8425-SW-43rd-St_Miami_FL_33155_M56683-13234,"1,396","9,984",,  1/10
231,https://www.realtor.com/realestateandhomes-detail/385-NE-89th-St_El-Portal_FL_33138_M58113-70890,"1,390","8,280",,  6/10
230,https://www.realtor.com/realestateandhomes-detail/16945-SW-119th-Pl_Miami_FL_33177_M69536-90122,"1,800","7,875",,  4/10
227,https://www.realtor.com/realestateandhomes-detail/15279-SW-171st-St_Miami_FL_33187_M67436-96536,"2,149","7,500",,  3/10
235,https://www.realtor.com/realestateandhomes-detail/1374-NE-176th-St_North-Miami-Beach_FL_33162_M65007-27666,"2,214","5,700",,  3/10
234,https://www.realtor.com/realestateandhomes-detail/4630-SW-147th-Ct_Miami_FL_33185_M51751-09857,"2,093","4,975",,  1/10
236,https://www.realtor.com/realestateandhomes-detail/1833-W-24th-St_Miami-Beach_FL_33140_M60950-98766,"7,436",,0.3,  10/10
237,https://www.realtor.com/realestateandhomes-detail/10110-SW-72nd-Ave_Miami_FL_33156_M58509-10055,"4,752",,1.01,  1/10
238,https://www.realtor.com/realestateandhomes-detail/385-Ridgewood-Rd_Key-Biscayne_FL_33149_M61001-44678,"4,119","8,356",,  10/10
239,https://www.realtor.com/realestateandhomes-detail/13200-Ortega-Ln_North-Miami_FL_33181_M62613-68518,"2,760","9,375",,  10/10
241,https://www.realtor.com/realestateandhomes-detail/933-NW-3rd-Ter_Homestead_FL_33034_M57110-13707,"1,270","7,000",,  5/10
242,https://www.realtor.com/realestateandhomes-detail/240-Bal-Bay-Dr_Bal-Harbour_FL_33154_M54169-48154,"8,134",,0.43,  10/10
240,https://www.realtor.com/realestateandhomes-detail/6751-SW-94th-St_Miami_FL_33156_M58505-74661,"4,046",,0.92,  1/10
245,https://www.realtor.com/realestateandhomes-detail/14751-SW-252nd-St_Homestead_FL_33032_M59347-90617,"1,647",,0.74,  1/10
244,https://www.realtor.com/realestateandhomes-detail/3070-SW-19th-Ter_Miami_FL_33145_M55820-50281,994,"5,500",,  6/10
246,https://www.realtor.com/realestateandhomes-detail/1955-Ixora-Rd_North-Miami_FL_33181_M51010-54236,"3,910","8,925",,  9/10
247,https://www.realtor.com/realestateandhomes-detail/Miami_FL_33184_M68114-92763,"3,056","6,400",,  1/10
243,https://www.realtor.com/realestateandhomes-detail/1800-Cleveland-Rd_Miami-Beach_FL_33141_M55665-67765,"2,287","9,000",,  10/10
249,https://www.realtor.com/realestateandhomes-detail/29932-SW-157th-Ct_Homestead_FL_33033_M90769-45150,,"6,850",,  4/10
248,https://www.realtor.com/realestateandhomes-detail/20110-SW-84th-Pl_Cutler-Bay_FL_33189_M53575-41167,"1,906","8,400",,  6/10
252,https://www.realtor.com/realestateandhomes-detail/15440-SW-81st-Ave_Palmetto-Bay_FL_33157_M51199-82156,"2,202",,0.38,  3/10
251,https://www.realtor.com/realestateandhomes-detail/9911-SW-166th-St_Miami_FL_33157_M65356-82722,"1,806",,0.23,  1/10
250,https://www.realtor.com/realestateandhomes-detail/9048-SW-170th-Pl_Miami_FL_33196_M64513-15409,"2,640","5,500",,  9/10
253,https://www.realtor.com/realestateandhomes-detail/11919-SW-272nd-Ter_Homestead_FL_33032_M68014-35514,"1,727","5,000",,  6/10
254,https://www.realtor.com/realestateandhomes-detail/14266-SW-164th-Ter_Miami_FL_33177_M66565-68763,"2,208","6,037",,  3/10
255,https://www.realtor.com/realestateandhomes-detail/714-Lakeview-Dr_Miami-Beach_FL_33140_M50681-51650,"7,252",,0.32,  10/10
258,https://www.realtor.com/realestateandhomes-detail/10241-E-Broadview-Dr-300_Bay-Harbor-Islands_FL_33154_M99915-28245,"3,457",,0.26,  10/10
256,https://www.realtor.com/realestateandhomes-detail/10730-SW-44th-St_Miami_FL_33165_M53753-88405,"2,112","8,250",,  1/10
257,https://www.realtor.com/realestateandhomes-detail/12820-NE-11th-Ave_North-Miami_FL_33161_M63313-16692,"1,436","6,068",,  6/10
259,https://www.realtor.com/realestateandhomes-detail/11245-SW-128th-Ct_Miami_FL_33186_M61953-65459,"3,966",,0.38,  4/10
260,https://www.realtor.com/realestateandhomes-detail/14270-NW-22nd-Ct_Opa-Locka_FL_33054_M68724-92709,"1,165","5,000",,  5/10
262,https://www.realtor.com/realestateandhomes-detail/333-NW-10th-St_Homestead_FL_33030_M50755-54855,"1,986","9,232",,  3/10
261,https://www.realtor.com/realestateandhomes-detail/15521-SW-298th-Ter_Homestead_FL_33033_M56412-60820,"1,834","7,500",,  3/10
264,https://www.realtor.com/realestateandhomes-detail/14141-S-Biscayne-River-Rd_Miami_FL_33161_M54398-20730,"1,792",,0.32,  6/10
267,https://www.realtor.com/realestateandhomes-detail/13925-S-Biscayne-River-Rd_Miami_FL_33161_M60296-93518,"1,520","9,300",,  6/10
269,https://www.realtor.com/realestateandhomes-detail/7342-SW-38th-St_Miami_FL_33155_M69366-56438,"1,118","5,000",,  6/10
263,https://www.realtor.com/realestateandhomes-detail/15931-NW-18th-Ct_Opa-Locka_FL_33054_M50472-61292,"1,056","7,800",,  1/10
268,https://www.realtor.com/realestateandhomes-detail/4189-Alton-Rd_Miami-Beach_FL_33140_M65255-31774,"1,710",,0.32,  10/10
265,https://www.realtor.com/realestateandhomes-detail/14447-SW-96th-Ter_Miami_FL_33186_M57904-70994,"1,517","6,407",,  5/10
270,https://www.realtor.com/realestateandhomes-detail/13400-NW-32nd-Ave_Opa-Locka_FL_33054_M51478-01656,893,"8,675",,  6/10
271,https://www.realtor.com/realestateandhomes-detail/394-S-Hibiscus-Dr_Miami-Beach_FL_33139_M66770-18319,,,0.42,  10/10
274,https://www.realtor.com/realestateandhomes-detail/4028-NW-23rd-Ct_Miami_FL_33142_M55247-33273,"2,268","4,780",,  1/10
273,https://www.realtor.com/realestateandhomes-detail/26775-SW-145th-Avenue-Rd_Homestead_FL_33032_M59781-68174,"1,115",,0.34,  4/10
275,https://www.realtor.com/realestateandhomes-detail/1502-Consolata-Ave_Coral-Gables_FL_33146_M57361-53697,"1,236","5,000",,  1/10
277,https://www.realtor.com/realestateandhomes-detail/675-N-Shore-Dr_Miami-Beach_FL_33141_M55852-75268,"3,418",,0.25,  10/10
276,https://www.realtor.com/realestateandhomes-detail/16356-SW-85th-Ln_Miami_FL_33193_M59342-17106,"2,420","4,550",,  1/10
278,https://www.realtor.com/realestateandhomes-detail/3330-Flamingo-Dr_Miami-Beach_FL_33140_M64707-51327,"4,874",,0.23,  9/10
281,https://www.realtor.com/realestateandhomes-detail/3411-SW-21st-St_Miami_FL_33145_M54204-65154,"1,882","6,096",,  1/10
280,https://www.realtor.com/realestateandhomes-detail/8925-NW-12th-Ave_Miami_FL_33150_M68022-12290,"2,139","7,050",,  9/10
279,https://www.realtor.com/realestateandhomes-detail/7720-Coquina-Dr_North-Bay-Village_FL_33141_M60385-44075,"2,421","9,000",,  10/10
282,https://www.realtor.com/realestateandhomes-detail/Miami_FL_33179_M55720-37635,"1,012","8,025",,  5/10
283,https://www.realtor.com/realestateandhomes-detail/3135-NW-18th-St_Miami_FL_33125_M68432-46648,"1,419","6,600",,  7/10
266,https://www.realtor.com/realestateandhomes-detail/1236-NW-43rd-St_Miami_FL_33142_M52113-22387,744,"5,000",,  1/10
285,https://www.realtor.com/realestateandhomes-detail/357-SW-18th-Ter_Miami_FL_33129_M55657-82734,"1,017","6,750",,  4/10
284,https://www.realtor.com/realestateandhomes-detail/7425-SW-32nd-St_Miami_FL_33155_M60197-41955,"1,092","6,500",,  6/10
287,https://www.realtor.com/realestateandhomes-detail/6942-W-14th-Ct_Hialeah_FL_33014_M59857-60980,750,"2,470",,  1/10
290,https://www.realtor.com/realestateandhomes-detail/252-NW-47th-St_Miami_FL_33127_M50445-31432,"1,297","7,150",,  6/10
288,https://www.realtor.com/realestateandhomes-detail/1533-Ancona-Ave_Coral-Gables_FL_33146_M56238-71412,"1,895","7,088",,  1/10
289,https://www.realtor.com/realestateandhomes-detail/11335-NW-59th-Ave_Hialeah_FL_33012_M63786-96226,"1,580","8,000",,  2/10
272,https://www.realtor.com/realestateandhomes-detail/1011-Sharar-Ave_Opa-Locka_FL_33054_M51104-98448,"1,152","6,412",,  1/10
286,https://www.realtor.com/realestateandhomes-detail/495-NE-141st-St_North-Miami_FL_33161_M61441-29863,"1,605",,0.25,  6/10
291,https://www.realtor.com/realestateandhomes-detail/1712-NW-30th-St_Miami_FL_33142_M60364-27621,"1,020","6,160",,  5/10
296,https://www.realtor.com/realestateandhomes-detail/12721-Wood-St_Miami_FL_33167_M54050-74840,836,"7,585",,  6/10
293,https://www.realtor.com/realestateandhomes-detail/18452-SW-92nd-Ct_Miami_FL_33157_M50942-20017,"1,656",,0.3,  5/10
297,https://www.realtor.com/realestateandhomes-detail/39-SW-19th-Ave_Miami_FL_33135_M62728-49058,"1,398","5,000",,  3/10
295,https://www.realtor.com/realestateandhomes-detail/13351-SW-254th-Ter_Homestead_FL_33032_M59084-43595,"1,334","8,077",,  3/10
294,https://www.realtor.com/realestateandhomes-detail/4325-NW-197th-St_Miami-Gardens_FL_33055_M51849-93556,"1,541","8,250",,  1/10
298,https://www.realtor.com/realestateandhomes-detail/6120-Lagorce-Dr_Miami-Beach_FL_33140_M54795-88566,"3,430",,0.25,  10/10
292,https://www.realtor.com/realestateandhomes-detail/1400-SW-145th-Ave_Miami_FL_33184_M68594-83868,"2,692","5,198",,  1/10
299,https://www.realtor.com/realestateandhomes-detail/630-NW-16th-St_Homestead_FL_33030_M50852-06734,"2,128",,0.24,  4/10
300,https://www.realtor.com/realestateandhomes-detail/3321-W-2_Hialeah_FL_33012_M62699-14155,,"5,873",,  1/10
301,https://www.realtor.com/realestateandhomes-detail/14451-SW-158th-St_Miami_FL_33177_M66105-08058,"1,333","6,142",,  3/10
305,https://www.realtor.com/realestateandhomes-detail/19835-SW-118th-Ct_Miami_FL_33177_M55940-30838,"1,540","8,000",,  4/10
303,https://www.realtor.com/realestateandhomes-detail/446-Gerona-Ave_Coral-Gables_FL_33146_M56657-58331,"2,267","9,375",,  3/10
307,https://www.realtor.com/realestateandhomes-detail/3726-NE-22nd-Pl_Homestead_FL_33033_M66448-05351,"2,058","3,600",,  6/10
304,https://www.realtor.com/realestateandhomes-detail/967-NE-117th-St_Biscayne-Park_FL_33161_M65297-71867,"1,168",,0.34,  6/10
306,https://www.realtor.com/realestateandhomes-detail/1284-SW-20th-St_Miami_FL_33145_M57551-71403,"1,528","5,928",,  1/10
302,https://www.realtor.com/realestateandhomes-detail/19612-NE-12th-Pl_Miami_FL_33179_M56336-64131,"1,554","9,041",,  5/10
309,https://www.realtor.com/realestateandhomes-detail/1040-NE-83rd-St_Miami_FL_33138_M52485-62467,"1,681","5,555",,  
308,https://www.realtor.com/realestateandhomes-detail/16321-SW-60th-Ter_Miami_FL_33193_M50070-26057,"2,221","5,500",,  1/10
312,https://www.realtor.com/realestateandhomes-detail/1335-N-Venetian-Way_Miami-Beach_FL_33139_M51169-42276,"5,114",,0.28,  10/10
314,https://www.realtor.com/realestateandhomes-detail/15962-SW-138th-Ct_Miami_FL_33177_M96027-43102,"1,672","5,000",,  2/10
311,https://www.realtor.com/realestateandhomes-detail/405-NE-147th-Ter_Miami_FL_33161_M61601-94633,"1,406","8,388",,  4/10
313,https://www.realtor.com/realestateandhomes-detail/7848-NW-200th-Ter_Hialeah_FL_33015_M59139-06770,"1,454","4,573",,  6/10
316,https://www.realtor.com/realestateandhomes-detail/1288-NW-58th-Ter_Miami_FL_33142_M60818-06623,"1,456","5,300",,  1/10
315,https://www.realtor.com/realestateandhomes-detail/1569-Alcala-Ave_Coral-Gables_FL_33134_M55142-72275,"1,701","6,250",,  1/10
310,https://www.realtor.com/realestateandhomes-detail/2866-W-75th-Ter_Hialeah_FL_33018_M61813-69912,"1,170","2,700",,  7/10
321,https://www.realtor.com/realestateandhomes-detail/7700-SW-60th-Ave_South-Miami_FL_33143_M65309-76849,"3,839",,0.23,  3/10
319,https://www.realtor.com/realestateandhomes-detail/2104-NW-152nd-St_Opa-Locka_FL_33054_M52131-55236,"1,092","5,000",,  1/10
317,https://www.realtor.com/realestateandhomes-detail/15285-SW-84th-Ave_Palmetto-Bay_FL_33157_M51142-43201,"3,377",,0.36,  1/10
318,https://www.realtor.com/realestateandhomes-detail/11820-SW-107th-Ave_Miami_FL_33176_M65665-45618,"2,655",,0.34,  1/10
322,https://www.realtor.com/realestateandhomes-detail/178-NW-84th-St_Miami_FL_33150_M52152-68022,"1,507",,0.23,  9/10
320,https://www.realtor.com/realestateandhomes-detail/14405-SW-124th-Ct_Miami_FL_33186_M65404-48086,"1,927","3,473",,  1/10
323,https://www.realtor.com/realestateandhomes-detail/791-NE-87th-St_Miami_FL_33138_M53566-55008,"2,197","6,435",,  9/10
325,https://www.realtor.com/realestateandhomes-detail/8001-SW-97th-St_Miami_FL_33156_M63527-88173,"4,459",,0.35,  1/10
324,https://www.realtor.com/realestateandhomes-detail/7530-Coquina-Dr_North-Bay-Village_FL_33141_M60556-11877,"2,146","8,000",,  10/10
326,https://www.realtor.com/realestateandhomes-detail/1117-Alberca-St_Coral-Gables_FL_33134_M51734-37965,"2,796","4,850",,  4/10
329,https://www.realtor.com/realestateandhomes-detail/3637-Palmetto-Ave_Miami_FL_33133_M68427-94381,"2,096",,0.24,  1/10
327,https://www.realtor.com/realestateandhomes-detail/311-NW-46th-St_Miami_FL_33127_M54486-31909,682,"6,700",,  6/10
328,https://www.realtor.com/realestateandhomes-detail/14120-SW-151st-Ct_Miami_FL_33196_M64239-17485,"1,800","5,010",,  7/10
331,https://www.realtor.com/realestateandhomes-detail/2350-SW-13th-St_Miami_FL_33145_M66703-27599,"1,453","3,750",,  7/10
332,https://www.realtor.com/realestateandhomes-detail/11340-Peachtree-Dr_Miami_FL_33161_M62454-96375,936,,0.29,  6/10
330,https://www.realtor.com/realestateandhomes-detail/4190-SW-84th-Ct_Miami_FL_33155_M63362-96324,"2,515","9,636",,  1/10
334,https://www.realtor.com/realestateandhomes-detail/1040-NW-136th-Ave_Miami_FL_33182_M54596-20807,"2,003","5,413",,  2/10
336,https://www.realtor.com/realestateandhomes-detail/1481-NW-68th-St_Miami_FL_33147_M69959-36586,865,"3,600",,  7/10
333,https://www.realtor.com/realestateandhomes-detail/1968-NW-25th-Ave_Miami_FL_33125_M54591-52308,"4,248","6,300",,  9/10
335,https://www.realtor.com/realestateandhomes-detail/1141-N-Venetian-Dr_Miami-Beach_FL_33139_M63054-87726,"3,469",,0.54,  10/10
338,https://www.realtor.com/realestateandhomes-detail/1804-NW-2nd-Ave_Homestead_FL_33030_M51033-17982,"2,585",,0.23,  4/10
339,https://www.realtor.com/realestateandhomes-detail/28822-SW-160th-Ct_Homestead_FL_33033_M98146-27454,"2,048","4,708",,  1/10
337,https://www.realtor.com/realestateandhomes-detail/2611-SW-111th-Ct_Miami_FL_33165_M53329-05230,"3,822",,0.38,  7/10
341,https://www.realtor.com/realestateandhomes-detail/7591-W-30th-Ln_Hialeah_FL_33018_M62533-30447,"1,398","3,808",,  9/10
344,https://www.realtor.com/realestateandhomes-detail/547-Ocean-Blvd_Golden-Beach_FL_33160_M57936-32301,"6,064",,0.58,  5/10
346,https://www.realtor.com/realestateandhomes-detail/425-Vilabella-Ave_Coral-Gables_FL_33146_M56829-75197,"1,595","8,640",,  3/10
342,https://www.realtor.com/realestateandhomes-detail/846-NW-111th-St_Miami_FL_33168_M55094-56745,"1,077","6,500",,  1/10
343,https://www.realtor.com/realestateandhomes-detail/9910-NW-88th-Ter_Doral_FL_33178_M59952-14023,"3,128","7,035",,  9/10
345,https://www.realtor.com/realestateandhomes-detail/2640-SW-24th-Ave_Miami_FL_33133_M54456-56931,"2,800","7,912",,  2/10
340,https://www.realtor.com/realestateandhomes-detail/5890-SW-104th-St_Pinecrest_FL_33156_M93097-16315,"2,983",,0.9,  3/10
347,https://www.realtor.com/realestateandhomes-detail/233-NW-132nd-Pl_Miami_FL_33182_M52936-78225,"1,204","4,571",,  1/10
348,https://www.realtor.com/realestateandhomes-detail/12281-SW-104th-Ter_Miami_FL_33186_M62689-65696,"2,483",,0.26,  6/10
356,https://www.realtor.com/realestateandhomes-detail/7921-SW-50th-Ct_Miami_FL_33143_M53601-97932,"3,135",,0.25,  1/10
349,https://www.realtor.com/realestateandhomes-detail/9986-NW-86th-Ter_Doral_FL_33178_M59025-35367,"2,548","4,001",,  9/10
355,https://www.realtor.com/realestateandhomes-detail/8222-Central-Park-Blvd_Doral_FL_33166_M99723-95328,0,"3,916",,  1/10
352,https://www.realtor.com/realestateandhomes-detail/24550-SW-183rd-Ave_Homestead_FL_33031_M55627-27447,"2,463",,6.78,  2/10
354,https://www.realtor.com/realestateandhomes-detail/3951-NW-174th-St_Miami-Gardens_FL_33055_M68682-58912,"1,150","8,169",,  1/10
350,https://www.realtor.com/realestateandhomes-detail/6600-SW-75th-Ct_Miami_FL_33143_M58123-68847,"4,081",,1.0,  1/10
353,https://www.realtor.com/realestateandhomes-detail/8115-SW-157th-Pl_Miami_FL_33193_M58920-69325,"2,062","3,498",,  1/10
351,https://www.realtor.com/realestateandhomes-detail/551-NE-93rd-St_Miami-Shores_FL_33138_M53412-98291,"2,099",,0.29,  6/10
359,https://www.realtor.com/realestateandhomes-detail/19300-SW-167th-Ave_Miami_FL_33187_M52070-94308,780,,4.66,  6/10
362,https://www.realtor.com/realestateandhomes-detail/220-W-41st-St_Hialeah_FL_33012_M54845-22680,"1,275","6,240",,  5/10
363,https://www.realtor.com/realestateandhomes-detail/2627-NE-213th-St_Miami_FL_33180_M58967-87090,"1,319","7,500",,  6/10
360,https://www.realtor.com/realestateandhomes-detail/485-NE-94th-St_Miami-Shores_FL_33138_M53711-11045,"2,863",,0.46,  6/10
358,https://www.realtor.com/realestateandhomes-detail/236-NW-42nd-St_Miami_FL_33127_M54817-98598,949,"5,400",,  1/10
364,https://www.realtor.com/realestateandhomes-detail/18263-SW-154th-Ave_Miami_FL_33187_M55664-79445,"1,850","6,100",,  1/10
